ecole_id,annee,score_moyen,ips_moyen,taille_moyenne_classe,part_dedoublement,rep,rep_plus,statut_mode
1,2017,69.37,44.69,18.73,0.0,1.0,0.0,REP
1,2018,82.702,63.15,16.73,0.0,0.0,0.0,Hors EP
1,2019,70.884,93.12,12.0,1.0,0.0,1.0,REP+
1,2020,69.90599999999999,67.87,14.779999999999998,1.0,0.0,1.0,REP+
1,2021,75.642,77.12,18.5,0.0,1.0,0.0,REP
1,2022,74.394,82.53,19.16,0.0,1.0,0.0,REP
1,2023,75.19800000000001,47.84,15.080000000000002,1.0,1.0,0.0,REP
2,2017,81.98400000000001,78.03,19.86,0.0,0.0,0.0,Hors EP
2,2018,78.34,59.31,13.789999999999997,0.0,0.0,0.0,Hors EP
2,2019,87.026,40.0,12.0,0.0,0.0,0.0,Hors EP
2,2020,74.876,49.4,12.0,1.0,1.0,0.0,REP
2,2021,64.95,77.78,22.84,0.0,0.0,1.0,REP+
2,2022,81.768,79.78,14.279999999999998,1.0,1.0,0.0,REP
2,2023,86.584,74.67,14.64,0.0,0.0,0.0,Hors EP
3,2017,73.064,65.41,13.059999999999999,1.0,1.0,0.0,REP
3,2018,72.38199999999999,61.52,13.059999999999999,1.0,0.0,1.0,REP+
3,2019,82.9,94.3,12.0,0.0,0.0,0.0,Hors EP
3,2020,84.666,55.220000000000006,12.0,0.0,0.0,0.0,Hors EP
3,2021,82.252,74.86,16.24,0.0,0.0,0.0,Hors EP
3,2022,84.144,74.07,13.470000000000002,0.0,0.0,0.0,Hors EP
3,2023,88.21799999999999,40.0,18.33,0.0,0.0,0.0,Hors EP
4,2017,72.074,67.67,17.32,1.0,1.0,0.0,REP
4,2018,84.978,83.96,16.85,0.0,0.0,0.0,Hors EP
4,2019,78.404,40.0,20.49,0.0,0.0,0.0,Hors EP
4,2020,76.814,50.05,12.0,1.0,1.0,0.0,REP
4,2021,74.36800000000001,65.84,15.38,1.0,0.0,1.0,REP+
4,2022,86.91,81.74,17.17,0.0,0.0,0.0,Hors EP
4,2023,74.3,86.02,12.0,1.0,0.0,1.0,REP+
5,2017,75.704,58.92999999999999,21.32,0.0,0.0,0.0,Hors EP
5,2018,74.74000000000001,61.61,20.66,0.0,0.0,0.0,Hors EP
5,2019,77.308,53.779999999999994,14.3,1.0,1.0,0.0,REP
5,2020,76.92999999999999,52.79,14.37,1.0,1.0,0.0,REP
5,2021,74.77000000000001,63.8,12.0,1.0,1.0,0.0,REP
5,2022,75.13,62.54,14.63,1.0,1.0,0.0,REP
5,2023,80.1,75.78,16.84,1.0,1.0,0.0,REP
6,2017,78.74600000000001,59.029999999999994,15.12,0.0,0.0,0.0,Hors EP
6,2018,79.152,56.279999999999994,19.81,0.0,0.0,0.0,Hors EP
6,2019,77.382,82.47,24.18,0.0,0.0,0.0,Hors EP
6,2020,79.34200000000001,70.91,12.84,0.0,0.0,0.0,Hors EP
6,2021,68.30199999999999,60.54,21.67,0.0,1.0,0.0,REP
6,2022,71.314,72.42,18.24,0.0,0.0,1.0,REP+
6,2023,82.0,71.45,23.99,0.0,0.0,0.0,Hors EP
7,2017,81.292,71.25,15.809999999999999,0.0,0.0,0.0,Hors EP
7,2018,68.11800000000001,81.28,17.39,1.0,0.0,1.0,REP+
7,2019,75.578,89.16,20.05,0.0,0.0,0.0,Hors EP
7,2020,81.482,63.48,12.0,0.0,0.0,0.0,Hors EP
7,2021,85.238,65.8,19.86,0.0,0.0,0.0,Hors EP
7,2022,74.938,68.85,12.0,1.0,0.0,1.0,REP+
7,2023,73.498,74.03,18.29,0.0,1.0,0.0,REP
8,2017,72.556,76.0,13.970000000000002,1.0,0.0,1.0,REP+
8,2018,73.49,83.06,18.5,0.0,1.0,0.0,REP
8,2019,72.002,74.94,27.639999999999997,0.0,0.0,0.0,Hors EP
8,2020,72.598,60.27,12.0,1.0,0.0,1.0,REP+
8,2021,81.372,60.260000000000005,20.72,0.0,0.0,0.0,Hors EP
8,2022,74.826,60.92999999999999,15.539999999999997,1.0,0.0,1.0,REP+
8,2023,75.17999999999999,57.27,19.83,0.0,1.0,0.0,REP
9,2017,78.938,43.3,20.9,0.0,0.0,0.0,Hors EP
9,2018,81.494,100.0,14.73,0.0,0.0,0.0,Hors EP
9,2019,78.762,85.28,21.68,0.0,0.0,0.0,Hors EP
9,2020,79.814,58.239999999999995,12.0,0.0,0.0,0.0,Hors EP
9,2021,78.444,55.989999999999995,12.0,1.0,1.0,0.0,REP
9,2022,78.36800000000001,53.98,16.5,1.0,1.0,0.0,REP
9,2023,82.704,65.03,12.0,0.0,0.0,0.0,Hors EP
10,2017,74.94,67.98,14.16,0.0,0.0,0.0,Hors EP
10,2018,78.20599999999999,76.38,19.33,0.0,0.0,0.0,Hors EP
10,2019,75.77799999999999,53.71,12.0,1.0,1.0,0.0,REP
10,2020,72.522,56.38000000000001,15.95,1.0,0.0,1.0,REP+
10,2021,70.402,45.25,21.87,0.0,1.0,0.0,REP
10,2022,82.01599999999999,72.25,21.68,0.0,0.0,0.0,Hors EP
10,2023,78.78399999999999,67.46,15.830000000000002,1.0,1.0,0.0,REP
11,2017,74.014,68.57,12.0,1.0,1.0,0.0,REP
11,2018,76.29400000000001,84.53,15.64,1.0,1.0,0.0,REP
11,2019,81.65,68.82,12.0,0.0,0.0,0.0,Hors EP
11,2020,82.564,83.96,20.26,0.0,0.0,0.0,Hors EP
11,2021,76.128,74.39,25.78,0.0,0.0,0.0,Hors EP
11,2022,71.194,75.46,15.99,1.0,0.0,1.0,REP+
11,2023,76.098,77.33,27.610000000000003,0.0,0.0,0.0,Hors EP
12,2017,82.082,56.42999999999999,19.18,0.0,0.0,0.0,Hors EP
12,2018,74.546,62.989999999999995,12.0,1.0,1.0,0.0,REP
12,2019,82.204,89.21,17.73,0.0,0.0,0.0,Hors EP
12,2020,78.308,72.82,14.05,1.0,1.0,0.0,REP
12,2021,79.39,72.52,15.02,1.0,1.0,0.0,REP
12,2022,81.22999999999999,90.57,21.48,0.0,0.0,0.0,Hors EP
12,2023,86.632,58.1,17.07,0.0,0.0,0.0,Hors EP
13,2017,82.188,84.09,12.0,0.0,0.0,0.0,Hors EP
13,2018,79.412,70.61,22.0,0.0,0.0,0.0,Hors EP
13,2019,65.80199999999999,55.25,19.77,0.0,0.0,1.0,REP+
13,2020,80.332,97.55,24.7,0.0,0.0,0.0,Hors EP
13,2021,73.90799999999999,68.26,17.22,1.0,1.0,0.0,REP
13,2022,86.824,91.28,13.8,0.0,0.0,0.0,Hors EP
13,2023,80.84,81.51,17.77,0.0,0.0,0.0,Hors EP
14,2017,76.786,71.06,12.0,0.0,0.0,0.0,Hors EP
14,2018,82.412,40.0,14.289999999999997,0.0,0.0,0.0,Hors EP
14,2019,69.982,72.23,20.77,0.0,0.0,1.0,REP+
14,2020,82.804,79.98,16.44,0.0,0.0,0.0,Hors EP
14,2021,76.99600000000001,71.89,16.97,1.0,1.0,0.0,REP
14,2022,76.84400000000001,54.81,15.77,1.0,1.0,0.0,REP
14,2023,75.712,89.42,15.84,1.0,0.0,1.0,REP+
15,2017,81.174,64.01,21.81,0.0,0.0,0.0,Hors EP
15,2018,72.19800000000001,74.39,17.04,1.0,1.0,0.0,REP
15,2019,68.262,85.93,18.63,0.0,0.0,1.0,REP+
15,2020,60.662,88.73,30.0,0.0,1.0,0.0,REP
15,2021,82.21799999999999,72.24,12.58,0.0,0.0,0.0,Hors EP
15,2022,74.076,54.34000000000001,18.44,0.0,1.0,0.0,REP
15,2023,79.96000000000001,80.9,14.51,1.0,1.0,0.0,REP
16,2017,68.75399999999999,43.95,13.580000000000002,1.0,0.0,1.0,REP+
16,2018,70.536,86.14,14.1,1.0,0.0,1.0,REP+
16,2019,75.65,86.88,14.23,1.0,1.0,0.0,REP
16,2020,80.336,73.48,19.92,0.0,0.0,0.0,Hors EP
16,2021,85.138,61.35,15.51,0.0,0.0,0.0,Hors EP
16,2022,81.20599999999999,62.2,19.74,0.0,0.0,0.0,Hors EP
16,2023,80.16,76.18,12.0,1.0,1.0,0.0,REP
17,2017,79.5,83.49,18.89,0.0,0.0,0.0,Hors EP
17,2018,74.166,92.36,12.72,1.0,1.0,0.0,REP
17,2019,64.83200000000001,61.7,21.93,0.0,1.0,0.0,REP
17,2020,83.238,77.94,18.66,0.0,0.0,0.0,Hors EP
17,2021,75.822,73.62,19.11,0.0,1.0,0.0,REP
17,2022,85.362,56.42999999999999,18.41,0.0,0.0,0.0,Hors EP
17,2023,78.89,54.79,16.13,1.0,1.0,0.0,REP
18,2017,67.11,96.09,18.12,0.0,1.0,0.0,REP
18,2018,76.392,77.74,12.2,1.0,1.0,0.0,REP
18,2019,74.326,71.72,28.21,0.0,0.0,0.0,Hors EP
18,2020,81.832,66.13,12.0,0.0,0.0,0.0,Hors EP
18,2021,79.426,80.69,12.0,0.0,0.0,0.0,Hors EP
18,2022,85.242,91.7,15.930000000000001,0.0,0.0,0.0,Hors EP
18,2023,73.582,56.06,14.74,1.0,0.0,1.0,REP+
19,2017,68.828,99.31,16.07,1.0,0.0,1.0,REP+
19,2018,85.23400000000001,44.15,14.36,0.0,0.0,0.0,Hors EP
19,2019,82.962,51.77,17.36,0.0,0.0,0.0,Hors EP
19,2020,81.662,92.28,20.57,0.0,0.0,0.0,Hors EP
19,2021,82.308,92.98,12.11,0.0,0.0,0.0,Hors EP
19,2022,73.36800000000001,89.0,24.45,0.0,0.0,0.0,Hors EP
19,2023,80.5,85.75,12.0,1.0,1.0,0.0,REP
20,2017,71.888,56.010000000000005,19.29,0.0,1.0,0.0,REP
20,2018,77.362,77.56,16.38,1.0,1.0,0.0,REP
20,2019,76.326,73.06,25.16,0.0,0.0,0.0,Hors EP
20,2020,69.346,64.43,16.75,1.0,0.0,1.0,REP+
20,2021,83.102,90.07,17.83,0.0,0.0,0.0,Hors EP
20,2022,72.284,82.31,12.0,1.0,0.0,1.0,REP+
20,2023,81.112,90.67,12.0,0.0,0.0,0.0,Hors EP
21,2017,69.578,61.92999999999999,18.53,0.0,1.0,0.0,REP
21,2018,74.466,65.93,13.3,1.0,1.0,0.0,REP
21,2019,72.13,64.92,12.0,1.0,0.0,1.0,REP+
21,2020,70.40799999999999,93.98,15.62,1.0,0.0,1.0,REP+
21,2021,75.56800000000001,58.489999999999995,16.23,1.0,0.0,1.0,REP+
21,2022,85.48400000000001,69.83,16.19,0.0,0.0,0.0,Hors EP
21,2023,75.426,81.52,12.0,1.0,0.0,1.0,REP+
22,2017,73.576,73.84,24.55,0.0,0.0,0.0,Hors EP
22,2018,82.02799999999999,82.73,16.26,0.0,0.0,0.0,Hors EP
22,2019,75.428,92.99,12.0,1.0,1.0,0.0,REP
22,2020,72.97,52.40999999999999,12.0,1.0,0.0,1.0,REP+
22,2021,75.088,84.19,18.73,0.0,1.0,0.0,REP
22,2022,87.11,77.26,12.0,0.0,0.0,0.0,Hors EP
22,2023,80.74,53.5,14.190000000000001,1.0,1.0,0.0,REP
23,2017,79.634,76.15,20.5,0.0,0.0,0.0,Hors EP
23,2018,75.8,87.35,12.5,1.0,1.0,0.0,REP
23,2019,83.056,77.1,15.65,0.0,0.0,0.0,Hors EP
23,2020,71.262,63.8,12.0,1.0,0.0,1.0,REP+
23,2021,84.296,69.44,19.01,0.0,0.0,0.0,Hors EP
23,2022,85.454,100.0,15.440000000000001,0.0,0.0,0.0,Hors EP
23,2023,86.264,79.12,13.49,0.0,0.0,0.0,Hors EP
24,2017,64.248,89.47,20.51,0.0,1.0,0.0,REP
